Train_Station,Street_Name,Street_Type,Entrance_Type,LAT,LONG,Exit_Number
Aberdeen,Macqueen,St,Stairs,-32.16689969,150.8919751,
Aberdeen,Macqueen,St,Ramp,-32.16688641,150.8919573,
Adamstown,Park,Ave,Path,-32.9337056,151.7204518,
Adamstown,St James,Rd,Stairs,-32.93341396,151.7203632,
Adamstown,St James,Rd,Ramp,-32.93340162,151.7203474,
Adamstown,Park,Ave,Path,-32.93382729,151.7202364,
Albion Park,Burroo,St,Ramp,-34.56340933,150.79939,
Albion Park,Princes,Hwy,Ramp,-34.56350712,150.7991893,
Albion Park,Princes,Hwy,Stairs,-34.56293995,150.798574,
Albion Park,Princes,Hwy,Ramp,-34.56278202,150.7984185,
Allawah,Railway,Pde,Ramp,-33.96996874,151.1149448,
Allawah,Roberts,Lane,Ramp,-33.96953727,151.1146945,
Allawah,Roberts,Lane,Stairs,-33.96949011,151.1145667,
Allawah,Railway,Pde,Lift,-33.96987782,151.1144352,
Allawah,Railway,Pde,Ramp,-33.96988689,151.1142405,
Arlington LR,Grove,St,Path,-33.9020453,151.1381593,
Arlington LR,Constitution,Rd,Path,-33.9020497,151.1380434,
Arncliffe,The Arcade,,Stairs,-33.93692447,151.1474278,
Arncliffe,The Arcade,,Lift,-33.93696302,151.1474227,
Arncliffe,Firth,St,Lift,-33.93677457,151.1468602,
Arncliffe,Firth,St,Stairs,-33.93671781,151.1468509,
Artarmon,Valetta,Lane,Ramp,-33.80823377,151.1847419,
Artarmon,Hampden,Rd,Lift,-33.80875941,151.1847201,
Artarmon,Hampden,Rd,Stairs,-33.80854065,151.1844285,
Ashfield,Station,St,Lift,-33.88744211,151.1259581,
Ashfield,Station,St,Stairs,-33.88739665,151.1258025,
Ashfield,Brown,St,Lift,-33.88789161,151.1257974,
Ashfield,Brown ,St,Stairs,-33.887775,151.1255397,
Asquith,Haldane,St,Path,-33.68869132,151.1082656,
Asquith,Pacific,Hwy,Ramp,-33.68848916,151.1079991,
Auburn,Rawson,St,Ramp,-33.8492876,151.0332914,
Auburn,South,Pde,Stairs,-33.849663,151.0329192,
Auburn,South,Pde,Ramp,-33.84946375,151.0327209,
Austinmer,Gilchrist,St,Path,-34.3065205,150.9293511,
Austinmer,Railway,Ave,Path,-34.30650136,150.9289071,
Awaba,Adelaide,St,Ramp,-33.0129167,151.5421589,
Awaba,Adelaide,St,Path,-33.01291676,151.5421328,
Awaba,Wilton,Rd,Ramp,-33.01310914,151.5420747,
Banksia,Hattersley,St,Ramp,-33.94490035,151.140849,
Banksia,Railway,St,Ramp,-33.94479129,151.1404987,
Banksia,Railway,St,Stairs,-33.94488347,151.1404482,
Bankstown,North,Tce,Ramp,-33.91768635,151.0342697,
Bankstown,Bankstown City,Plza,Path,-33.91805216,151.03411,
Bankstown,Bankstown City,Plza,Path,-33.91778824,151.0337625,
Bardwell Park,Hartill Law,Ave,Stairs,-33.93137824,151.125379,
Bargo,Great Southern,Rd,Path,-34.29097858,150.5801756,
Bargo,Great Southern,Rd,Ramp,-34.29098411,150.5801501,
Bargo,Railside,Ave,Ramp,-34.29100778,150.5800205,
Bargo,Railside,Ave,Path,-34.29104476,150.5800077,
Beecroft,Sutherland,Rd,Path,-33.74921627,151.0667339,
Beecroft,Wongala,Cres,Path,-33.74904472,151.0663377,
Beecroft,Wongala,Cres,Path,-33.74923381,151.0662247,
Bell,Sandham ,Rd,Ramp,-33.5061656,150.2793612,
Bell,Chiefley,Rd,Stairs,-33.50623435,150.2790794,
Bellambi,Bellambi,Lane,Ramp,-34.36261281,150.9101311,
Belmore,Burwood,Rd,Lift,-33.91724884,151.0883372,
Belmore,Burwood,Rd,Stairs,-33.91722736,151.0883244,
Berala,Campbell,St,Path,-33.8719773,151.0328288,
Berala,Woodburn,Rd,Path,-33.87139384,151.0323272,
Beresfield,Lawson,Ave,Stairs,-32.79940714,151.6585784,
Beresfield,Addison,St,Stairs,-32.79958398,151.658334,
Beresfield,Addison,St,Lift,-32.79947121,151.6581617,
Berowra,Pacific,Hwy,Ramp,-33.62291449,151.1535638,
Berowra,Pacific,Hwy,Ramp,-33.62300205,151.1531421,
Berry,Station,Rd,Path,-34.78027342,150.6967235,
Beverly Hills,King Georges,Rd,Stairs,-33.94914069,151.0808676,
Beverly Hills,King Georges,Rd,Lift,-33.94913026,151.0808291,
Beverly Hills,King Georges,Rd,Stairs,-33.94926254,151.0804784,
Bexley North,Bexley,Rd,Stairs,-33.9374812,151.1139261,
Birrong,Avalon,St,Stairs,-33.89253644,151.0243134,
Blackheath,Great Western,Hwy,Stairs,-33.63397248,150.2845903,
Blackheath,Station,St,Stairs,-33.63400546,150.2842535,
Blacktown,First,Ave,Stairs,-33.76777702,150.9080196,3
Blacktown,First,Ave,Stairs,-33.7677336,150.9079689,3
Blacktown,First,Ave,Lift,-33.76775412,150.9079614,3
Blacktown,Jim Simpson,Lane,Stairs,-33.76894183,150.9073054,2
Blacktown,Jim Simpson,Lane,Escalators,-33.76896727,150.9072963,2
Blacktown,Old Richmond,Rd,Lift,-33.7678292,150.9071472,4
Blacktown,Patrick,St,Lift,-33.76889928,150.9070828,1
Blacktown,Patrick,St,Stairs,-33.76903303,150.9069899,1
Blacktown,Old Richmond,Rd,Stairs,-33.76779802,150.9069245,4
Blaxland,Wilson,Way,Lift,-33.74369934,150.6099627,
Blaxland,Wilson,Way,Stairs,-33.74366205,150.6098058,
Blaxland,Great Western,Hwy,Stairs,-33.7438036,150.6096862,
Blaxland,Great Western,Hwy,Ramp,-33.74411767,150.6093887,
Blaxland,Great Western,Hwy,Stairs,-33.74404944,150.6093287,
Bomaderry,Meroo,St,Path,-34.85374494,150.6097702,
Bombo,Princes,Hwy,Stairs,-34.65868669,150.8537686,
Bombo,Princes,Hwy,Ramp,-34.65885576,150.8537564,
Bondi Junction,Grafton,St,Stairs,-33.89103017,151.2485965,
Bondi Junction,Rowe,St,Ramp,-33.89186986,151.2483663,
Bondi Junction,Grafton,St,Stairs,-33.89099409,151.2482086,
Booragul,Fourth,St,Ramp,-32.97169903,151.605168,
Booragul,Station,St,Ramp,-32.97190014,151.6047908,
Bowral,Station,St,Path,-34.47792483,150.4169743,
Bowral,Kirkham ,Rd,Path,-34.47763745,150.4167974,
Bowral,Wingercarribee,St,Stairs,-34.47841685,150.4165949,
Bowral,Wingercarribee,St,Lift,-34.47837068,150.4165765,
Bowral,Wingercarribee,St,Lift,-34.47827715,150.4163947,
Bowral,Kirkham ,Rd,Stairs,-34.47822202,150.4163793,
Branxton,Railway,St,Ramp,-32.66221027,151.3459324,
Branxton,Railway,St,Ramp,-32.66209242,151.3455358,
Broadmeadow,Graham,Rd,Stairs,-32.92269277,151.7354129,
Broadmeadow,Brown,Rd,Ramp,-32.92216413,151.7352213,
Broadmeadow,Graham,Rd,Ramp,-32.92289153,151.7350658,
Broadmeadow,Brown,Rd,Stairs,-32.92236891,151.7349462,
Bullaburra,Great Western,Hwy,Ramp,-33.72351988,150.4152013,
Bullaburra,Railway,Pde,Stairs,-33.72316759,150.4149891,
Bulli,Park,Rd,Lift,-34.33384472,150.9150696,
Bulli,Park,Rd,Lift,-34.3338201,150.9149316,
Bulli,Franklin,Ave,Path,-34.33428666,150.9149143,
Bulli,Railway,St,Path,-34.33433961,150.9146887,
Bundanoon,Erith,St,Ramp,-34.6557524,150.2997407,
Bundanoon,Church,St,Path,-34.65604988,150.2995728,
Burradoo,Burradoo,Rd,Path,-34.49418601,150.3981296,
Burradoo,Burradoo,Rd,Ramp,-34.49418573,150.3978582,
Burwood,Burwood,Rd,Stairs,-33.87704552,151.1038525,
Burwood,Burwood,Rd,Path,-33.87718853,151.1038248,
Cabramatta,Broomfield,St,Lift,-33.89464265,150.9391047,
Cabramatta,Broomfield,St,Stairs,-33.89480632,150.9390481,
Cabramatta,Railway,Pde,Lift,-33.89459892,150.9388134,
Cabramatta,Railway,Pde,Ramp,-33.89494229,150.9387321,
Cabramatta,Railway,Pde,Path,-33.89510227,150.9386596,
Camellia,Grand,Ave,Ramp,-33.81918103,151.024141,
Campbelltown,Railway,St,Ramp,-34.06418971,150.8148139,
Campbelltown,Hurley,St,Lift,-34.06359144,150.8147393,
Campbelltown,Hurley,St,Path,-34.06369952,150.8146228,
Campbelltown,Hurley,St,Stairs,-34.06367954,150.8146141,
Campbelltown,Farrow,Rd,Stairs,-34.06302424,150.8144097,
Campbelltown,Hurley,St,Lift,-34.06320084,150.8143088,
Campbelltown,Farrow,Rd,Stairs,-34.06332332,150.8140219,
Campsie,Beamish,St,Ramp,-33.91049597,151.103574,
Campsie,Beamish,St,Ramp,-33.91039285,151.1035577,
Canley Vale,First,Ave,Stairs,-33.88744308,150.9436897,
Canley Vale,First,Ave,Ramp,-33.88746282,150.9436297,
Canley Vale,Railway,Pde,Stairs,-33.88723441,150.9434805,
Canley Vale,Railway,Pde,Ramp,-33.88734662,150.9434198,
Canterbury,Canterbury,Rd,Path,-33.9121163,151.1190137,
Capitol Square LR,Hay,St,Path,-33.87970841,151.2055584,
Capitol Square LR,Hay,St,Path,-33.87980415,151.205512,
Cardiff,Main,Rd,Path,-32.9412794,151.6628198,
Cardiff,Mary,St,Stairs,-32.94145731,151.6623011,
Cardiff,Mary,St,Lift,-32.94140925,151.6622554,
Caringbah,Kingsway,,Lift,-34.04162513,151.1219142,
Caringbah,Kingsway,,Stairs,-34.04157881,151.121856,
Carlingford,Lloyds,Ave,Path,-33.78217116,151.047273,
Carlingford,James,St,Path,-33.7821273,151.0468442,
Carlingford,Lloyds,Ave,Ramp,-33.78270924,151.046786,
Carlingford,Lloyds,Ave,Path,-33.78287488,151.0466571,
Carlingford,Pennant Hills,Rd,Path,-33.78304357,151.0463511,
Carlton,Railway,Pde,Lift,-33.96842236,151.1245362,
Carlton,Carlton,Pde,Lift,-33.96801021,151.1243905,
Carlton,Railway,Pde,Stairs,-33.96846874,151.1243442,
Carlton,Carlton,Pde,Stairs,-33.96809212,151.1242377,
Carlton,Carlton,Pde,Ramp,-33.96798067,151.1241795,
Carramar,Sandal,Cres,Path,-33.88476847,150.9607298,
Carramar,Carramar,Ave,Path,-33.88431636,150.9605645,
Casula,Casula,Rd,Stairs,-33.95004957,150.9121379,
Casula,Casula,Rd,Lift,-33.95035283,150.9120798,
Casula,Casula,Rd,Lift,-33.9501874,150.9117283,
Casula,Casula,Rd,Path,-33.95036803,150.9117058,
Casula,Casula,Rd,Stairs,-33.9503293,150.9116866,
Central,Elizabeth,St,Ramp,-33.88352173,151.2079563,4
Central,Elizabeth,St,Lift,-33.88371032,151.2078995,5
Central,Elizabeth,St,Stairs,-33.88378577,151.207862,5
Central,Eddy,Ave,Stairs,-33.88302433,151.2070762,3
Central,Eddy,Ave,Escalators,-33.8832082,151.2070112,3
Central,Eddy,Ave,Lift,-33.88353624,151.2069711,3
Central,Eddy,Ave,Path,-33.88253976,151.2068849,2
Central,Chalmers,St,Lift,-33.88541283,151.2068475,6
Central,Chalmers,St,Escalators,-33.88544474,151.206822,6
Central,Chalmers,St,Stairs,-33.88547844,151.2067901,6
Central,Eddy,Ave,Path,-33.88233009,151.2065038,2
Central,Eddy,Ave,Stairs,-33.88210298,151.2061254,
Central,Eddy,Ave,Escalators,-33.88213747,151.2060987,
Central,Pitt,St,Path,-33.88236674,151.2058136,1
Central,Lee,St,Path,-33.88398512,151.2042663,7
Chatswood,Post Office,Lane,Stairs,-33.79722746,151.1814421,
Chatswood,Post Office,Lane,Escalators,-33.79718558,151.1814287,
Chatswood,Orchard,Rd,Stairs,-33.79677523,151.1813805,
Chatswood,Orchard,Rd,Escalators,-33.79673649,151.1813641,
Chatswood,Post Office,Lane,Lift,-33.79717607,151.1813031,
Chatswood,Thomas,St,Lift,-33.79765173,151.1812637,
Chatswood,Thomas,St,Stairs,-33.79766719,151.1811813,
Chatswood,Orchard,Rd,Lift,-33.79673526,151.1811761,
Chatswood,Railway,St,Lift,-33.79689881,151.1807121,
Chatswood,Thomas,Lane,Lift,-33.7979301,151.1806933,
Chatswood,Railway,St,Stairs,-33.79709534,151.1806738,
Chatswood,Thomas,St,Stairs,-33.797903,151.180647,
Chatswood,Railway,St,Escalators,-33.79705047,151.1805363,
Chatswood,Railway,St,Stairs,-33.79701563,151.1805215,
Cheltenham,Cheltenham,Rd,Stairs,-33.75539745,151.0781497,
Cheltenham,Cheltenham,Rd,Lift,-33.75543909,151.0781092,
Chester Hil,Chester Hill,Rd,Path,-33.88368818,151.0004627,
Circular Quay,Alfred,St,Stairs,-33.86146378,151.2107945,
Circular Quay,Alfred,St,Escalators,-33.86127776,151.2107739,
Circular Quay,Alfred,St,Escalators,-33.86143954,151.2107457,
Circular Quay,Alfred,St,Lift,-33.86124347,151.2107343,
Circular Quay,Alfred,St,Lift,-33.86146637,151.2107121,
Circular Quay,Alfred,St,Stairs,-33.86131441,151.2106592,
Circular Quay,Alfred,St,Stairs,-33.86131245,151.2106239,
Circular Quay,Alfred,St,Stairs,-33.86138049,151.2106156,
Circular Quay,Alfred,St,Escalators,-33.86125995,151.2105656,
Circular Quay,Alfred,St,Escalators,-33.86139905,151.2103289,
Clarendon,Racecource,Rd,Ramp,-33.60844245,150.7878928,
Clarendon,Racecource,Rd,Path,-33.60848854,150.787844,
Clarendon,Racecource,Rd,Ramp,-33.60859421,150.7877637,
Clyde,Berry,St,Ramp,-33.83554673,151.0170387,1
Clyde,Factory,St,Ramp,-33.83606198,151.0165639,2
Coalcliff,Lawrence Hargrave ,Dr,Stairs,-34.24253571,150.977052,
Cockle Creek,Lake,Rd,Stairs,-32.94246711,151.6244306,
Cockle Creek,Creek Reserve,Rd,Path,-32.94287548,151.6238126,
Coledale,Cater,St,Stairs,-34.28989285,150.943031,
Como,Railway,Rd,Stairs,-34.00454075,151.0683305,
Como,Railway,Rd,Stairs,-34.00437623,151.068248,
Como,Como,Pde,Ramp,-34.00447157,151.0676891,
Concord West,Queen,St,Stairs,-33.84809272,151.0859526,
Concord West,Queen,St,Lift,-33.84803171,151.0859019,
Concord West,King,St,Stairs,-33.84821375,151.0852126,
Concord West,King,St,Lift,-33.84808986,151.0851995,
Concord West,King,St,Stairs,-33.84795404,151.0851904,
Coniston,Bridge,St,Stairs,-34.43823905,150.8851205,
Coniston,Gladsone,Ave,Ramp,-34.43796566,150.884845,
Convention Centre LR,Darling,Dr,Ramp,-33.87286403,151.1981517,
Corrimal,Duff,Pde,Path,-34.37549456,150.9051489,
Corrimal,Railway,St,Path,-34.37567312,150.9048905,
Cowan,Pacific,Hwy,Ramp,-33.59298034,151.171638,
Cowan,Pacific,Hwy,Ramp,-33.5937893,151.1715651,
Cringila,Central,Rd,Stairs,-34.46708061,150.8799583,
Cringila,Five Island,Rd,Stairs,-34.46737362,150.8782723,
Cronulla,Cronulla,St,Path,-34.05684046,151.1517217,
Cronulla,Cronulla,St,Path,-34.05572731,151.1515991,
Cronulla,Cronulla,St,Path,-34.05535773,151.1514348,
Croydon,Hennessy,St,Ramp,-33.88283666,151.1155154,
Croydon,Paisley,Rd,Stairs,-33.8831857,151.1150828,
Dapto,Station,St,Path,-34.4923588,150.7922224,
Dapto,Staiton,St,Path,-34.49307785,150.7918339,
Dapto,Bong Bong,Rd,Path,-34.49348285,150.7914602,
Dapto,Bong Bong,Rd,Path,-34.493435,150.7913065,
Denistone,Gordon,Cres,Path,-33.79951928,151.0867539,
Domestic,Keith Smith,Ave,Stairs,-33.93362671,151.1805736,
Domestic,Keith Smith,Ave,Lift,-33.93356911,151.1805681,
Domestic,Keith Smith,Ave,Stairs,-33.93400809,151.1801419,
Domestic,Keith Smith,Ave,Escalators,-33.93400343,151.1801133,
Domestic,Keith Smith,Ave,Lift,-33.93398698,151.1800496,
Doonside,School,Pde,Ramp,-33.76401541,150.8692816,
Doonside,Cross,St,Ramp,-33.76362795,150.8692347,
Dora Creek,Main,Rd,Path,-33.0838231,151.5010419,
Dora Creek,Newport,Rd,Stairs,-33.08411433,151.5008644,
Dora Creek,Newport,Rd,Stairs,-33.08402158,151.500698,
Douglas Park,Camden,Rd,Path,-34.18323382,150.7105466,
Douglas Park,Camden,Rd,Path,-34.18330344,150.7105388,
Dulwich Grove LR,New Canterbury,Rd,Stairs,-33.904761,151.1390021,
Dulwich Grove LR,New Canterbury,Rd,Lift,-33.9047721,151.1389753,
Dulwich Hill LR,Bedford,Cres,Stairs,-33.9106718,151.1405847,
Dulwich Hill LR,Bedford,Cres,Lift,-33.9106266,151.1405558,
Dundas,Station,St,Path,-33.80402698,151.0331103,
Dundas,Kissing Point,Rd,Ramp,-33.80388354,151.0329178,
Dundas,Kissing Point,Rd,Stairs,-33.80389499,151.0328954,
Dundas,Kissing Point,Rd,Path,-33.80339752,151.032467,
Dungog,Brown,St,Ramp,-32.40255754,151.759385,
Dungog,Brown,St,Stairs,-32.40249309,151.759251,
East Hills,Thompson,Lane,Path,-33.96201112,150.9847269,
East Hills,Park,Rd,Ramp,-33.96157358,150.9844493,
East Hills,Park,Rd,Stairs,-33.96164228,150.9843435,
East Hills,Park,Rd,Ramp,-33.96173087,150.9842552,
East Maitland,Melbourne,St,Stairs,-32.74457268,151.5874741,
East Richmond,Bourke,St,Ramp,-33.60180319,150.7588294,
East Richmond,Bourke,St,Stairs,-33.6017457,150.7587291,
Eastwood,Railway,Pde,Ramp,-33.78992993,151.0826671,
Eastwood,Railway,Pde,Ramp,-33.79041058,151.0826361,
Eastwood,Railway,Pde,Lift,-33.79017064,151.0825639,
Eastwood,West,Pde,Lift,-33.79014905,151.0820022,
Eastwood,West,Pde,Path,-33.79014802,151.0819726,
Edgecliff,New South Head,Rd,Path,-33.87893677,151.236154,
Edmondson Park,Soliders,Pde,Lift,-33.96930476,150.8588642,
Edmondson Park,Soliders,Pde,Stairs,-33.96936246,150.8588449,
Emu Plains,Old Bathurst,Rd,Stairs,-33.74577768,150.6714125,
Emu Plains,Mackellar,St,Stairs,-33.74552422,150.6713807,
Emu Plains,Old Bathurst,Rd,Lift,-33.74582701,150.6713326,
Emu Plains,Mackellar,St,Lift,-33.74565742,150.6712836,
Engadine,Princes,Hwy,Ramp,-34.06753979,151.0148428,
Engadine,Princes,Hwy,Ramp,-34.06719539,151.0147353,
Engadine,Princes,Hwy,Lift,-34.06776904,151.0146815,
Engadine,Princes,Hwy,Lift,-34.06738183,151.0145516,
Epping,Langston,Pl,Path,-33.77254801,151.0822785,
Epping,Beecroft,Rd,Stairs,-33.77284112,151.0818724,
Epping,Beecroft,Rd,Lift,-33.77265225,151.0818045,
Epping,Beecroft,Rd,Stairs,-33.77291584,151.0816408,
Epping,Beecroft,Rd,Lift,-33.77272037,151.0815679,
Ersineville,Erskineville,Rd,Path,-33.90005302,151.1855565,
Exeter,Ringwood,Rd,Path,-34.61346677,150.3177998,
Exeter,Bundanoon,Rd,Path,-34.61337723,150.3173592,
Exhibition Centre LR,Darling,Dr,Ramp,-33.87677819,151.1994751,
Exhibition Centre LR,Pyrmont,St,Stairs,-33.87678771,151.1992504,
Fairfield,Dale,St,Path,-33.87255271,150.957049,
Fairfield,Dale,St,Stairs,-33.87250991,150.9570068,
Fairfield,The Crescent,,Path,-33.87228222,150.9568998,
Fairfield,The Crescent,,Stairs,-33.87238918,150.9568642,
Fairfield,Dale,St,Lift,-33.87264464,150.9568189,
Fairfield,The Crescent,,Lift,-33.87249718,150.956712,
Fairy Meadow,Elliotts,Rd,Stairs,-34.39509691,150.8965771,
Fairy Meadow,Elliotts,Rd,Stairs,-34.39505996,150.8964522,
Fassifern,Tucker,Cl,Ramp,-32.98567466,151.5812081,
Fassifern,Tucker,Cl,Stairs,-32.98568106,151.5811753,
Fassifern,Tucker,Cl,Ramp,-32.98557663,151.5808417,
Faulconbridge,Great Western,Hwy,Ramp,-33.69681647,150.5349352,
Faulconbridge,Great Western,Hwy,Stairs,-33.69678014,150.5349261,
Faulconbridge,Great Western,Hwy,Stairs,-33.69654047,150.534819,
Faulconbridge,Great Western,Hwy,Stairs,-33.69633199,150.534567,
Faulconbridge,Great Western,Hwy,Ramp,-33.69636984,150.5344309,
Fish Market LR,Miller,St,Path,-33.87046367,151.1921783,
Fish Market LR,Miller,St,Path,-33.87076898,151.1916529,
Flemington,The Crescent,,Stairs,-33.86515478,151.0706765,
Flemington,The Crescent,,Stairs,-33.86389281,151.0702391,
Gerringong,Belinda,St,Ramp,-34.74477882,150.8176504,
Glebe LR,Burton,St,Stairs,-33.87707686,151.1875647,
Glebe LR,Bayview,St,Ramp,-33.87729496,151.187253,
Glenbrook,Burfitt,Pde,Ramp,-33.76902646,150.6212638,
Glenfield,Railway,Pde,Stairs,-33.97207776,150.8935775,
Glenfield,service road,,Stairs,-33.97173912,150.893269,
Glenfield,Railway,Pde,Lift,-33.97228674,150.8932557,
Glenfield,service road,,Lift,-33.97183034,150.8931736,
Glenfield,Railway,Pde,Stairs,-33.9724757,150.8931251,
Gordon,Werona,Ave,Ramp,-33.75598413,151.1548641,
Gordon,Werona,Ave,Ramp,-33.75535054,151.154396,
Gordon,St Johns,Ave,Stairs,-33.75612016,151.1541758,
Gordon,St Johns,Ave,Ramp,-33.75596499,151.1540965,
Gordon,Wade,Lane,Ramp,-33.75568255,151.1539778,
Gosford,Burns,Cres,Lift,-33.42348002,151.3419443,
Gosford,Burns,Cres,Stairs,-33.42348165,151.341911,
Gosford,Showground,Rd,Stairs,-33.4233302,151.3414142,
Gosford,Showground,Rd,Path,-33.42338314,151.3414013,
Goulburn,Sloane,St,Path,-34.75901982,149.7205882,
Goulburn,Park,Rd,Path,-34.75812698,149.7192494,
Granville,Memorial,Dr,Ramp,-33.8327767,151.0114916,
Granville,Memorial,Dr,Ramp,-33.83290042,151.0114055,
Green Square,Botany,Rd,Stairs,-33.90596608,151.2030771,
